,Region,IndustrySector,Sex,Ethnicity,Race,VeteranStatus,SizeOfFirm,FACTORS_P,FACTORS_P_LABEL,NumberOfRespondents,FIRMPDEMP_PCT,FIRMPDEMP_PCT_F,TotalRevenueOfFirmsInCategory,RCPPDEMP_PCT,RCPPDEMP_PCT_F,NumberOfEmployeesInCategory,EMP_PCT,EMP_PCT_F,AnnualPayroll,PAYANN_PCT,PAYANN_PCT_F,FIRMPDEMP_PCT_S,FIRMPDEMP_PCT_S_F,RCPPDEMP_PCT_S,RCPPDEMP_PCT_S_F,EMP_PCT_S,EMP_PCT_S_F,PAYANN_PCT_S,PAYANN_PCT_S_F
2783,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 1 to 9 employees,T4E36R01,Robotics: Technology was too expensive,52899,8.4,,33276995,8.6,,179256,8.7,,5238938,7.5,,0.2,,0.3,,0.2,,0.1,
2784,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 1 to 9 employees,T4E36R02,Robotics: Technology was not mature,6468,1.0,,5215531,1.3,,23218,1.1,,871583,1.3,,0.1,,0.2,,0.1,,0.1,
2785,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 1 to 9 employees,T4E36R03,Robotics: Lacked access to required data,2972,0.5,,2498336,0.6,,9619,0.5,,348922,0.5,,0.1,,0.2,,0.1,,0.1,
2786,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 1 to 9 employees,T4E36R04,Robotics: Required data not reliable,2426,0.4,,1986056,0.5,,7763,0.4,,260489,0.4,,0.0,,0.2,,0.1,,0.1,
2787,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 1 to 9 employees,T4E36R05,Robotics: Lacked access to required human capital and talent,5175,0.8,,4543736,1.2,,17780,0.9,,653040,0.9,,0.1,,0.2,,0.1,,0.1,
2788,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 1 to 9 employees,T4E36R06,Robotics: Laws and regulations,2732,0.4,,2484517,0.6,,9637,0.5,,377948,0.5,,0.0,,0.2,,0.1,,0.1,
2789,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 1 to 9 employees,T4E36R07,Robotics: Concerns regarding safety and security (physical security and/or cyber security),3686,0.6,,4172508,1.1,,12288,0.6,,512403,0.7,,0.1,,0.3,,0.0,,0.1,
2790,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 1 to 9 employees,T4E36R08,Robotics: Lacked access to capital,6991,1.1,,4821376,1.2,,21996,1.1,,746971,1.1,,0.1,,0.2,,0.1,,0.1,
2791,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 1 to 9 employees,T4E36R09,Robotics: Technology not applicable to this business,315037,50.0,,187275365,48.4,,1019458,49.7,,34856129,50.0,,0.5,,0.8,,0.5,,0.5,
2792,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 1 to 9 employees,T4E36R10,Robotics: No factors adversely affected the adoption of this technology,247912,39.4,,157473074,40.7,,810697,39.5,,28195446,40.5,,0.4,,0.7,,0.4,,0.5,
2793,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 1 to 9 employees,T4E36R99,Robotics: Total Reporting,629595,100.0,,387330613,100.0,,2052304,100.0,,69646030,100.0,,0.0,,0.0,,0.0,,0.0,
2794,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 1 to 9 employees,T5E36R01,Specialized Equipment: Technology was too expensive,55858,8.8,,35046608,9.0,,192388,9.3,,5659515,8.1,,0.2,,0.3,,0.3,,0.3,
2795,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 1 to 9 employees,T5E36R02,Specialized Equipment: Technology was not mature,4973,0.8,,4174451,1.1,,18440,0.9,,678635,1.0,,0.1,,0.2,,0.1,,0.1,
2796,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 1 to 9 employees,T5E36R03,Specialized Equipment: Lacked access to required data,3873,0.6,,3241557,0.8,,13632,0.7,,456691,0.7,,0.1,,0.2,,0.1,,0.1,
2797,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 1 to 9 employees,T5E36R04,Specialized Equipment: Required data not reliable,2328,0.4,,2293932,0.6,,7827,0.4,,319965,0.5,,0.0,,0.2,,0.1,,0.1,
2798,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 1 to 9 employees,T5E36R05,Specialized Equipment: Lacked access to required human capital and talent,5250,0.8,,4393900,1.1,,17480,0.8,,734707,1.1,,0.1,,0.2,,0.1,,0.1,
2799,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 1 to 9 employees,T5E36R06,Specialized Equipment: Laws and regulations,3675,0.6,,3009089,0.8,,12873,0.6,,500659,0.7,,0.1,,0.2,,0.1,,0.2,
2800,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 1 to 9 employees,T5E36R07,Specialized Equipment: Concerns regarding safety and security (physical security and/or cyber security),4579,0.7,,4861486,1.3,,17268,0.8,,723719,1.0,,0.1,,0.3,,0.1,,0.2,
2801,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 1 to 9 employees,T5E36R08,Specialized Equipment: Lacked access to capital,10901,1.7,,6687845,1.7,,36646,1.8,,1327054,1.9,,0.1,,0.2,,0.2,,0.2,
2802,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 1 to 9 employees,T5E36R09,Specialized Equipment: Technology not applicable to this business,284048,45.0,,169200248,43.6,,905434,44.0,,30205376,43.2,,0.4,,0.6,,0.5,,0.4,
2803,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 1 to 9 employees,T5E36R10,Specialized Equipment: No factors adversely affected the adoption of this technology,271846,43.0,,172003943,44.3,,895650,43.5,,31786100,45.5,,0.3,,0.7,,0.5,,0.4,
2804,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 1 to 9 employees,T5E36R99,Specialized Equipment: Total Reporting,631653,100.0,,388504208,100.0,,2058635,100.0,,69877614,100.0,,0.0,,0.0,,0.0,,0.0,
2805,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T1E36R01,Artificial Intelligence: Technology was too expensive,13230,8.3,,63028674,8.0,,362937,6.4,,12988733,6.6,,0.5,,2.1,,1.3,,1.0,
2806,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T1E36R02,Artificial Intelligence: Technology was not mature,2528,1.6,,17232951,2.2,,69904,1.2,,3915558,2.0,,0.2,,0.5,,0.2,,0.5,
2807,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T1E36R03,Artificial Intelligence: Lacked access to required data,1169,0.7,,8392120,1.1,,43983,0.8,,2791545,1.4,,0.1,,0.5,,0.2,,0.7,
2808,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T1E36R04,Artificial Intelligence: Required data not reliable,742,0.5,,6909446,0.9,,38364,0.7,,1862262,1.0,,0.1,,0.6,,0.5,,0.9,
2809,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T1E36R05,Artificial Intelligence: Lacked access to required human capital and talent,1786,1.1,,17689681,2.2,,84463,1.5,,5249024,2.7,,0.2,,0.6,,0.5,,1.1,
2810,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T1E36R06,Artificial Intelligence: Laws and regulations,762,0.5,,4410212,0.6,,34607,0.6,,1082209,0.6,,0.1,,0.4,,0.4,,0.4,
2811,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T1E36R07,Artificial Intelligence: Concerns regarding safety and security (physical security and/or cyber security),1341,0.8,,7082827,0.9,,45804,0.8,,1846534,0.9,,0.1,,0.6,,0.2,,0.3,
2812,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T1E36R08,Artificial Intelligence: Lacked access to capital,1505,0.9,,4554113,0.6,,36833,0.6,,1615759,0.8,,0.1,,0.2,,0.2,,0.5,
2813,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T1E36R09,Artificial Intelligence: Technology not applicable to this business,73020,45.7,,345939199,43.7,,2552702,44.7,,85995534,44.0,,0.9,,3.5,,5.5,,2.5,
2814,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T1E36R10,Artificial Intelligence: No factors adversely affected the adoption of this technology,69693,43.6,,354093125,44.7,,2641090,46.3,,88973961,45.5,,1.1,,4.9,,7.2,,3.8,
2815,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T1E36R99,Artificial Intelligence: Total Reporting,159955,100.0,,792105797,100.0,,5704726,100.0,,195544754,100.0,,0.0,,0.0,,0.0,,0.0,
2816,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T2E36R01,Cloud-Based: Technology was too expensive,12180,7.6,,53369869,6.7,,300825,5.3,,10691810,5.5,,0.5,,2.9,,2.2,,1.8,
2817,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T2E36R02,Cloud-Based: Technology was not mature,1402,0.9,,8822001,1.1,,53257,0.9,,2897178,1.5,,0.2,,0.7,,0.5,,1.1,
2818,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T2E36R03,Cloud-Based: Lacked access to required data,1283,0.8,,6229406,0.8,,41322,0.7,,1700201,0.9,,0.2,,0.3,,0.2,,0.3,
2819,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T2E36R04,Cloud-Based: Required data not reliable,1077,0.7,,6818856,0.9,,44915,0.8,,1384980,0.7,,0.2,,0.7,,0.7,,0.5,
2820,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T2E36R05,Cloud-Based: Lacked access to required human capital and talent,1588,1.0,,8978043,1.1,,51878,0.9,,2249390,1.2,,0.2,,0.3,,0.2,,0.3,
2821,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T2E36R06,Cloud-Based: Laws and regulations,1080,0.7,,7815139,1.0,,76257,1.3,,2635774,1.3,,0.1,,0.7,,0.9,,0.7,
2822,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T2E36R07,Cloud-Based: Concerns regarding safety and security (physical security and/or cyber security),3497,2.2,,27221702,3.4,,277903,4.9,,8336481,4.3,,0.3,,2.7,,6.1,,3.9,
2823,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T2E36R08,Cloud-Based: Lacked access to capital,1958,1.2,,11972085,1.5,,104464,1.8,,3979657,2.0,,0.2,,1.2,,1.7,,1.8,
2824,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T2E36R09,Cloud-Based: Technology not applicable to this business,57423,35.9,,231248481,29.2,,1772170,31.1,,55094959,28.2,,1.1,,6.0,,11.4,,7.5,
2825,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T2E36R10,Cloud-Based: No factors adversely affected the adoption of this technology,82683,51.7,,451994800,57.1,,3191322,56.0,,114165168,58.4,,1.4,,6.9,,7.8,,5.9,
2826,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T2E36R99,Cloud-Based: Total Reporting,159862,100.0,,791802031,100.0,,5702912,100.0,,195507170,100.0,,0.0,,0.0,,0.0,,0.0,
2827,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T3E36R01,Specialized Software: Technology was too expensive,13215,8.3,,60602314,7.7,,345573,6.1,,11903568,6.1,,0.4,,2.8,,2.4,,1.9,
2828,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T3E36R02,Specialized Software: Technology was not mature,1265,0.8,,8441933,1.1,,39039,0.7,,2012771,1.0,,0.1,,0.4,,0.2,,0.6,
2829,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T3E36R03,Specialized Software: Lacked access to required data,1189,0.7,,7145203,0.9,,41196,0.7,,1787039,0.9,,0.1,,0.6,,0.4,,0.6,
2830,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T3E36R04,Specialized Software: Required data not reliable,839,0.5,,6404130,0.8,,38260,0.7,,1566010,0.8,,0.1,,0.5,,0.2,,0.6,
2831,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T3E36R05,Specialized Software: Lacked access to required human capital and talent,1725,1.1,,10665663,1.3,,56447,1.0,,2502257,1.3,,0.2,,0.5,,0.2,,0.3,
2832,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T3E36R06,Specialized Software: Laws and regulations,1106,0.7,,7220863,0.9,,71642,1.3,,2314253,1.2,,0.1,,0.6,,0.9,,0.8,
2833,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T3E36R07,Specialized Software: Concerns regarding safety and security (physical security and/or cyber security),1570,1.0,,13855470,1.8,,198661,3.5,,4631073,2.4,,0.1,,1.6,,5.6,,2.6,
2834,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T3E36R08,Specialized Software: Lacked access to capital,2217,1.4,,11506505,1.5,,110237,1.9,,3729675,1.9,,0.1,,1.1,,1.6,,1.6,
2835,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T3E36R09,Specialized Software: Technology not applicable to this business,57107,35.8,,237647683,30.0,,1781123,31.3,,58005246,29.7,,1.2,,5.0,,9.8,,4.5,
2836,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T3E36R10,Specialized Software: No factors adversely affected the adoption of this technology,83353,52.2,,452121566,57.2,,3213709,56.4,,113803952,58.3,,1.5,,7.1,,7.2,,4.6,
2837,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T3E36R99,Specialized Software: Total Reporting,159569,100.0,,791101375,100.0,,5694373,100.0,,195281928,100.0,,0.0,,0.0,,0.0,,0.0,
2838,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T4E36R01,Robotics: Technology was too expensive,13819,8.7,,67601434,8.5,,410469,7.2,,13392819,6.9,,0.5,,3.3,,2.7,,2.5,
2839,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T4E36R02,Robotics: Technology was not mature,1906,1.2,,11595083,1.5,,98059,1.7,,3472495,1.8,,0.1,,0.6,,0.8,,0.9,
2840,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T4E36R03,Robotics: Lacked access to required data,943,0.6,,6979405,0.9,,29950,0.5,,2169933,1.1,,0.1,,0.5,,0.3,,0.9,
2841,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T4E36R04,Robotics: Required data not reliable,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2842,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T4E36R05,Robotics: Lacked access to required human capital and talent,1623,1.0,,9663905,1.2,,49137,0.9,,2972442,1.5,,0.1,,0.4,,0.2,,0.6,
2843,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T4E36R06,Robotics: Laws and regulations,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2844,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T4E36R07,Robotics: Concerns regarding safety and security (physical security and/or cyber security),1013,0.6,,3203646,0.4,,24280,0.4,,940191,0.5,,0.1,,0.4,,0.1,,0.1,
2845,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T4E36R08,Robotics: Lacked access to capital,1844,1.2,,4465466,0.6,,43269,0.8,,1310684,0.7,,0.2,,0.1,,0.5,,0.3,
2846,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T4E36R09,Robotics: Technology not applicable to this business,73844,46.3,,352102332,44.5,,2582682,45.4,,89155273,45.7,,0.9,,2.9,,4.8,,1.8,
2847,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T4E36R10,Robotics: No factors adversely affected the adoption of this technology,68724,43.1,,350249666,44.3,,2601386,45.7,,87616441,44.9,,1.1,,5.5,,7.9,,4.7,
2848,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T4E36R99,Robotics: Total Reporting,159629,100.0,,790667880,100.0,,5691275,100.0,,195218854,100.0,,0.0,,0.0,,0.0,,0.0,
2849,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T5E36R01,Specialized Equipment: Technology was too expensive,13742,8.6,,62328417,7.9,,361943,6.3,,12039789,6.2,,0.5,,2.5,,2.0,,1.8,
2850,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T5E36R02,Specialized Equipment: Technology was not mature,1357,0.8,,6368496,0.8,,39048,0.7,,1902090,1.0,,0.2,,0.3,,0.2,,0.5,
2851,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T5E36R03,Specialized Equipment: Lacked access to required data,830,0.5,,5235899,0.7,,25110,0.4,,1081885,0.6,,0.1,,0.5,,0.2,,0.3,
2852,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T5E36R04,Specialized Equipment: Required data not reliable,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2853,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T5E36R05,Specialized Equipment: Lacked access to required human capital and talent,1373,0.9,,8991666,1.1,,37665,0.7,,1827816,0.9,,0.1,,0.4,,0.1,,0.2,
2854,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T5E36R06,Specialized Equipment: Laws and regulations,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2855,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T5E36R07,Specialized Equipment: Concerns regarding safety and security (physical security and/or cyber security),1196,0.7,,11566184,1.5,,162534,2.8,,3635148,1.9,,0.1,,1.2,,4.5,,1.9,
2856,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T5E36R08,Specialized Equipment: Lacked access to capital,2157,1.3,,6176551,0.8,,54184,0.9,,2075099,1.1,,0.1,,0.4,,0.6,,0.6,
2857,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T5E36R09,Specialized Equipment: Technology not applicable to this business,64140,40.1,,279100490,35.2,,2142307,37.6,,72466197,37.1,,1.0,,2.6,,8.5,,2.5,
2858,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T5E36R10,Specialized Equipment: No factors adversely affected the adoption of this technology,77935,48.7,,419334524,52.9,,2944354,51.6,,103226951,52.8,,1.3,,4.3,,6.7,,3.4,
2859,United States,Total for all sectors,Total,Total,Minority,Total,Firms with 10 employees or more,T5E36R99,Specialized Equipment: Total Reporting,159959,100.0,,792116550,100.0,,5704793,100.0,,195562604,100.0,,0.0,,0.0,,0.0,,0.0,
2860,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T1E36R01,Artificial Intelligence: Technology was too expensive,215,5.9,,41357,3.3,,0,0.0,,7894,6.7,,2.7,,2.0,,0.0,,4.1,
2861,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T1E36R02,Artificial Intelligence: Technology was not mature,40,1.1,,6383,0.5,,0,0.0,,702,0.6,,1.0,,1.2,,0.0,,0.6,
2862,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T1E36R03,Artificial Intelligence: Lacked access to required data,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,,0.0,,0.0,,0.0,
2863,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T1E36R04,Artificial Intelligence: Required data not reliable,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,,0.0,,0.0,,0.0,
2866,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T1E36R07,Artificial Intelligence: Concerns regarding safety and security (physical security and/or cyber security),0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,,0.0,,0.0,,0.0,
2868,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T1E36R09,Artificial Intelligence: Technology not applicable to this business,1646,45.2,,630672,50.6,,0,0.0,,38897,33.2,,3.5,,10.2,,0.0,,6.9,
2869,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T1E36R10,Artificial Intelligence: No factors adversely affected the adoption of this technology,1690,46.4,,570158,45.7,,0,0.0,,66730,57.0,,5.1,,9.5,,0.0,,9.3,
2870,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T1E36R99,Artificial Intelligence: Total Reporting,3644,100.0,,1247005,100.0,,0,0.0,,116987,100.0,,0.0,,0.0,,0.0,,0.0,
2871,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T2E36R01,Cloud-Based: Technology was too expensive,271,7.4,,54816,4.4,,0,0.0,,9264,7.9,,2.4,,2.5,,0.0,,4.2,
2873,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T2E36R03,Cloud-Based: Lacked access to required data,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2874,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T2E36R04,Cloud-Based: Required data not reliable,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,,0.0,,0.0,,0.0,
2876,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T2E36R06,Cloud-Based: Laws and regulations,4,0.1,,5329,0.4,,0,0.0,,9,0.0,,0.1,,0.8,,0.0,,0.0,
2877,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T2E36R07,Cloud-Based: Concerns regarding safety and security (physical security and/or cyber security),0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2878,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T2E36R08,Cloud-Based: Lacked access to capital,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2879,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T2E36R09,Cloud-Based: Technology not applicable to this business,1273,34.9,,451421,36.2,,0,0.0,,30543,26.1,,3.8,,5.3,,0.0,,5.2,
2880,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T2E36R10,Cloud-Based: No factors adversely affected the adoption of this technology,1899,52.1,,712631,57.1,,0,0.0,,69325,59.3,,4.5,,4.6,,0.0,,8.9,
2881,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T2E36R99,Cloud-Based: Total Reporting,3644,100.0,,1247005,100.0,,0,0.0,,116987,100.0,,0.0,,0.0,,0.0,,0.0,
2882,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T3E36R01,Specialized Software: Technology was too expensive,272,7.5,,44479,3.6,,0,0.0,,10944,9.4,,2.4,,1.6,,0.0,,4.8,
2883,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T3E36R02,Specialized Software: Technology was not mature,127,3.5,,19871,1.6,,0,0.0,,5391,4.6,,1.6,,0.7,,0.0,,3.1,
2884,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T1E36R01,Artificial Intelligence: Technology was too expensive,4251,6.0,,7684864,6.5,,42289,5.6,,1274954,4.1,,0.5,,3.7,,1.2,,0.9,
2885,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T1E36R02,Artificial Intelligence: Technology was not mature,1144,1.6,,3211506,2.7,,11320,1.5,,595986,1.9,,0.3,,2.8,,0.5,,0.8,
2887,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T3E36R04,Specialized Software: Required data not reliable,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,,0.0,,0.0,,0.0,
2888,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T3E36R05,Specialized Software: Lacked access to required human capital and talent,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2889,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T3E36R06,Specialized Software: Laws and regulations,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,,0.0,,0.0,,0.0,
2890,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T3E36R07,Specialized Software: Concerns regarding safety and security (physical security and/or cyber security),0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,,0.0,,0.0,,0.0,
2891,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T3E36R08,Specialized Software: Lacked access to capital,112,3.1,,12778,1.0,,0,0.0,,4563,3.9,,1.7,,0.6,,0.0,,3.1,
2892,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T3E36R09,Specialized Software: Technology not applicable to this business,1155,31.7,,357460,28.7,,0,0.0,,29942,25.6,,2.4,,6.4,,0.0,,4.7,
2893,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T3E36R10,Specialized Software: No factors adversely affected the adoption of this technology,2058,56.5,,827193,66.4,,0,0.0,,71240,60.9,,4.3,,7.0,,0.0,,8.8,
2894,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T3E36R99,Specialized Software: Total Reporting,3641,100.0,,1245882,100.0,,0,0.0,,116981,100.0,,0.0,,0.0,,0.0,,0.0,
2895,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T4E36R01,Robotics: Technology was too expensive,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2896,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T4E36R02,Robotics: Technology was not mature,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,,0.0,,0.0,,0.0,
2897,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T4E36R03,Robotics: Lacked access to required data,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,,0.0,,0.0,,0.0,
2898,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T4E36R04,Robotics: Required data not reliable,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,,0.0,,0.0,,0.0,
2900,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T4E36R06,Robotics: Laws and regulations,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,,0.0,,0.0,,0.0,
2901,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T4E36R07,Robotics: Concerns regarding safety and security (physical security and/or cyber security),0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,,0.0,,0.0,,0.0,
2903,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T4E36R09,Robotics: Technology not applicable to this business,1681,46.1,,632522,50.7,,0,0.0,,39405,33.7,,3.6,,9.8,,0.0,,6.7,
2904,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T1E36R03,Artificial Intelligence: Lacked access to required data,230,0.3,,175131,0.1,,1825,0.2,,59520,0.2,,0.1,,0.2,,0.2,,0.2,
