,Region,IndustrySector,Sex,Ethnicity,Race,VeteranStatus,SizeOfFirm,NumberOfRespondents,TotalRevenueOfFirmsInCategory,NumberOfEmployeesInCategory,AnnualPayroll
8190,United States,Transportation and warehousing,Total,Equally Hispanic/non-Hispanic,Total,Nonveteran,Firms with 10 to 19 employees,0,0,0,0
8191,United States,Transportation and warehousing,Total,Equally Hispanic/non-Hispanic,Total,Nonveteran,Firms with 20 to 49 employees,0,0,0,0
8194,United States,Transportation and warehousing,Total,Equally Hispanic/non-Hispanic,Total,Nonveteran,Firms with 500 employees or more,2,0,644,26728
8195,United States,Transportation and warehousing,Male,Equally Hispanic/non-Hispanic,Total,Nonveteran,All firms,0,0,0,0
8196,United States,Transportation and warehousing,Equally male/female,Equally Hispanic/non-Hispanic,Total,Nonveteran,All firms,0,0,0,0
8197,United States,Transportation and warehousing,Total,Non-Hispanic,Total,Nonveteran,All firms,147496,0,1766857,81299707
8198,United States,Transportation and warehousing,Total,Non-Hispanic,Total,Nonveteran,Firms with no employees,21902,0,0,957507
8199,United States,Transportation and warehousing,Total,Non-Hispanic,Total,Nonveteran,Firms with 1 to 4 employees,76473,0,136162,5056652
8202,United States,Transportation and warehousing,Total,Total,Nonminority,Veteran,All firms,10217,0,140714,7307644
8203,United States,Transportation and warehousing,Total,Total,Nonminority,Veteran,Firms with no employees,0,0,0,0
8204,United States,Transportation and warehousing,Total,Total,Nonminority,Veteran,Firms with 1 to 4 employees,5103,0,9734,336520
8205,United States,Transportation and warehousing,Total,Total,Nonminority,Veteran,Firms with 5 to 9 employees,1260,0,8540,343623
8206,United States,Transportation and warehousing,Total,Total,Nonminority,Veteran,Firms with 10 to 19 employees,878,0,11623,451877
8207,United States,Transportation and warehousing,Total,Total,Nonminority,Veteran,Firms with 20 to 49 employees,962,0,26221,1397102
8208,United States,Transportation and warehousing,Total,Total,Nonminority,Veteran,Firms with 50 to 99 employees,0,0,0,0
8209,United States,Transportation and warehousing,Total,Total,Nonminority,Veteran,Firms with 100 to 249 employees,0,0,0,0
8210,United States,Transportation and warehousing,Total,Total,Nonminority,Veteran,Firms with 250 to 499 employees,15,0,4000,323432
8211,United States,Transportation and warehousing,Total,Total,Nonminority,Veteran,Firms with 500 employees or more,75,0,48867,2975890
8212,United States,Information,Male,Total,Total,Total,All firms,52520,0,903958,82405233
8213,United States,Information,Male,Total,Total,Total,Firms with no employees,9102,0,0,1217561
8214,United States,Information,Male,Total,Total,Total,Firms with 1 to 4 employees,24503,0,46457,2982393
8215,United States,Information,Male,Total,Total,Total,Firms with 5 to 9 employees,7255,0,48026,2913364
8216,United States,Information,Male,Total,Total,Total,Firms with 10 to 19 employees,5111,0,68254,4682457
8217,United States,Information,Male,Total,Total,Total,Firms with 20 to 49 employees,3464,0,102242,6854092
8218,United States,Information,Male,Total,Total,Total,Firms with 50 to 99 employees,1423,0,95141,8484619
8219,United States,Information,Male,Total,Total,Total,Firms with 100 to 249 employees,1095,0,143089,11683540
8220,United States,Information,Male,Total,Total,Total,Firms with 250 to 499 employees,0,0,0,0
8221,United States,Information,Male,Total,Total,Total,Firms with 500 employees or more,267,0,325047,35397454
8222,United States,Information,Equally male/female,Total,Total,Total,All firms,9783,0,71295,4513903
8223,United States,Information,Equally male/female,Total,Total,Total,Firms with no employees,1745,0,0,174207
8224,United States,Information,Equally male/female,Total,Total,Total,Firms with 1 to 4 employees,5449,0,10655,621668
8225,United States,Information,Equally male/female,Total,Total,Total,Firms with 5 to 9 employees,1194,0,7895,341121
8226,United States,Information,Equally male/female,Total,Total,Total,Firms with 10 to 19 employees,809,0,11094,581435
8227,United States,Information,Female,Total,Black or African American,Total,All firms,406,0,3966,274779
8228,United States,Information,Female,Total,Black or African American,Total,Firms with no employees,0,0,0,0
8229,United States,Information,Female,Total,Black or African American,Total,Firms with 1 to 4 employees,0,0,0,0
8230,United States,Information,Female,Total,Black or African American,Total,Firms with 5 to 9 employees,37,0,234,14353
8231,United States,Information,Female,Total,Black or African American,Total,Firms with 10 to 19 employees,0,0,0,0
8232,United States,Information,Female,Total,Black or African American,Total,Firms with 20 to 49 employees,0,0,0,0
8236,United States,Transportation and warehousing,Total,Non-Hispanic,Total,Nonveteran,Firms with 5 to 9 employees,18546,0,123961,5123915
8237,United States,Transportation and warehousing,Total,Non-Hispanic,Total,Nonveteran,Firms with 10 to 19 employees,14393,0,192275,8002133
8238,United States,Transportation and warehousing,Total,Non-Hispanic,Total,Nonveteran,Firms with 20 to 49 employees,9690,0,289260,13374083
8239,United States,Transportation and warehousing,Total,Non-Hispanic,Total,Nonveteran,Firms with 50 to 99 employees,3010,0,177669,8231554
8240,United States,Transportation and warehousing,Total,Non-Hispanic,Total,Nonveteran,Firms with 100 to 249 employees,2018,0,214187,10525964
8241,United States,Transportation and warehousing,Total,Non-Hispanic,Total,Nonveteran,Firms with 250 to 499 employees,797,0,172278,7328848
8242,United States,Transportation and warehousing,Total,Non-Hispanic,Total,Nonveteran,Firms with 500 employees or more,661,0,461065,22699049
8243,United States,Transportation and warehousing,Female,Non-Hispanic,Total,Nonveteran,All firms,20101,0,227167,9343499
8244,United States,Transportation and warehousing,Male,Non-Hispanic,Total,Nonveteran,All firms,102404,0,1361259,64263682
8245,United States,Transportation and warehousing,Equally male/female,Non-Hispanic,Total,Nonveteran,All firms,24989,0,178431,7692525
8246,United States,Transportation and warehousing,Total,Total,White,Nonveteran,All firms,151127,0,1801987,83737523
8247,United States,Transportation and warehousing,Total,Total,White,Nonveteran,Firms with no employees,22695,0,0,988042
8248,United States,Transportation and warehousing,Total,Total,White,Nonveteran,Firms with 1 to 4 employees,79008,0,140257,5237584
8249,United States,Transportation and warehousing,Total,Total,White,Nonveteran,Firms with 5 to 9 employees,18779,0,125767,5207661
8250,United States,Transportation and warehousing,Total,Total,Total,Equally veteran/nonveteran,All firms,6264,0,62228,2662707
8251,United States,Transportation and warehousing,Total,Total,Total,Equally veteran/nonveteran,Firms with no employees,712,0,0,36303
8252,United States,Transportation and warehousing,Total,Total,Total,Equally veteran/nonveteran,Firms with 1 to 4 employees,3522,0,6682,219114
8253,United States,Transportation and warehousing,Total,Total,Total,Equally veteran/nonveteran,Firms with 5 to 9 employees,0,0,0,0
8254,United States,Transportation and warehousing,Total,Total,Total,Equally veteran/nonveteran,Firms with 10 to 19 employees,683,0,9322,375904
8255,United States,Transportation and warehousing,Total,Total,Total,Equally veteran/nonveteran,Firms with 20 to 49 employees,0,0,0,0
8256,United States,Transportation and warehousing,Total,Total,Total,Equally veteran/nonveteran,Firms with 50 to 99 employees,0,0,0,0
8257,United States,Transportation and warehousing,Total,Total,Total,Equally veteran/nonveteran,Firms with 100 to 249 employees,0,0,0,0
8258,United States,Transportation and warehousing,Total,Total,Total,Equally veteran/nonveteran,Firms with 250 to 499 employees,43,0,4209,193937
8259,United States,Transportation and warehousing,Total,Total,Total,Equally veteran/nonveteran,Firms with 500 employees or more,10,0,7486,323233
8260,United States,Information,Equally male/female,Total,Total,Total,Firms with 20 to 49 employees,428,0,11761,687846
8261,United States,Information,Equally male/female,Total,Total,Total,Firms with 50 to 99 employees,83,0,5940,352160
8262,United States,Information,Equally male/female,Total,Total,Total,Firms with 100 to 249 employees,52,0,8185,530046
8263,United States,Information,Equally male/female,Total,Total,Total,Firms with 250 to 499 employees,12,0,3317,264026
8264,United States,Information,Equally male/female,Total,Total,Total,Firms with 500 employees or more,11,0,12449,961395
8265,United States,Information,Total,Hispanic,Total,Total,All firms,2876,0,24072,1178089
8266,United States,Information,Total,Hispanic,Total,Total,Firms with no employees,503,0,0,39122
8267,United States,Information,Total,Hispanic,Total,Total,Firms with 1 to 4 employees,1646,0,3008,147828
8268,United States,Information,Total,Hispanic,Total,Total,Firms with 5 to 9 employees,327,0,2302,110526
8269,United States,Information,Total,Hispanic,Total,Total,Firms with 10 to 19 employees,194,0,2601,168235
8270,United States,Information,Total,Hispanic,Total,Total,Firms with 20 to 49 employees,100,0,2792,144753
8271,United States,Information,Total,Hispanic,Total,Total,Firms with 50 to 99 employees,0,0,0,0
8272,United States,Information,Total,Hispanic,Total,Total,Firms with 100 to 249 employees,25,0,4299,210136
8273,United States,Information,Total,Hispanic,Total,Total,Firms with 250 to 499 employees,0,0,0,0
8274,United States,Information,Total,Hispanic,Total,Total,Firms with 500 employees or more,7,0,2542,80075
8275,United States,Information,Male,Total,Black or African American,Total,All firms,874,0,6078,466604
8276,United States,Information,Male,Total,Black or African American,Total,Firms with no employees,139,0,0,13425
8277,United States,Information,Male,Total,Black or African American,Total,Firms with 1 to 4 employees,560,0,1016,51909
8278,United States,Information,Male,Total,Black or African American,Total,Firms with 5 to 9 employees,86,0,508,25330
8279,United States,Information,Male,Total,Black or African American,Total,Firms with 10 to 19 employees,40,0,528,27891
8280,United States,Information,Male,Total,Black or African American,Total,Firms with 20 to 49 employees,28,0,787,58112
8281,United States,Information,Male,Total,Black or African American,Total,Firms with 50 to 99 employees,9,0,480,28236
8282,United States,Information,Male,Total,Black or African American,Total,Firms with 100 to 249 employees,12,0,1721,192340
8283,United States,Information,Male,Total,Black or African American,Total,Firms with 250 to 499 employees,4,0,1031,68457
8285,United States,Information,Equally male/female,Total,Black or African American,Total,All firms,66,0,207,7901
8287,United States,Transportation and warehousing,Total,Total,White,Nonveteran,Firms with 10 to 19 employees,14343,0,191148,7963801
8288,United States,Transportation and warehousing,Total,Total,White,Nonveteran,Firms with 20 to 49 employees,9776,0,290303,13534131
8289,United States,Transportation and warehousing,Total,Total,White,Nonveteran,Firms with 50 to 99 employees,2916,0,171913,7868480
8290,United States,Transportation and warehousing,Total,Total,White,Nonveteran,Firms with 100 to 249 employees,2104,0,223086,10843533
8291,United States,Transportation and warehousing,Total,Total,White,Nonveteran,Firms with 250 to 499 employees,857,0,202905,9601355
8292,United States,Transportation and warehousing,Total,Total,White,Nonveteran,Firms with 500 employees or more,648,0,456608,22492937
8293,United States,Transportation and warehousing,Female,Total,White,Nonveteran,All firms,20535,0,224662,9267639
8294,United States,Transportation and warehousing,Male,Total,White,Nonveteran,All firms,104655,0,1395636,66518223
8295,United States,Transportation and warehousing,Equally male/female,Total,White,Nonveteran,All firms,25935,0,181689,7951662
8296,United States,Transportation and warehousing,Total,Hispanic,White,Nonveteran,All firms,17681,0,99459,3788257
8297,United States,Transportation and warehousing,Total,Equally Hispanic/non-Hispanic,White,Nonveteran,All firms,0,0,0,0
8298,United States,Transportation and warehousing,Total,Non-Hispanic,White,Nonveteran,All firms,132196,0,1657213,77051427
8299,United States,Transportation and warehousing,Total,Total,Black or African American,Nonveteran,All firms,6162,0,43198,1461975
8300,United States,Transportation and warehousing,Total,Total,Black or African American,Nonveteran,Firms with no employees,1119,0,0,55667
8301,United States,Transportation and warehousing,Total,Total,Black or African American,Nonveteran,Firms with 1 to 4 employees,3557,0,6187,180199
8302,United States,Transportation and warehousing,Female,Total,Total,Equally veteran/nonveteran,All firms,0,0,0,0
8304,United States,Transportation and warehousing,Female,Total,Total,Equally veteran/nonveteran,Firms with 1 to 4 employees,0,0,0,0
8306,United States,Transportation and warehousing,Male,Total,Total,Equally veteran/nonveteran,All firms,1703,0,36171,1573260
8307,United States,Transportation and warehousing,Male,Total,Total,Equally veteran/nonveteran,Firms with no employees,127,0,0,13186
8308,United States,Transportation and warehousing,Male,Total,Total,Equally veteran/nonveteran,Firms with 1 to 4 employees,838,0,1702,55637
8309,United States,Transportation and warehousing,Male,Total,Total,Equally veteran/nonveteran,Firms with 5 to 9 employees,0,0,0,0
8310,United States,Transportation and warehousing,Male,Total,Total,Equally veteran/nonveteran,Firms with 10 to 19 employees,208,0,2981,112512
8311,United States,Transportation and warehousing,Male,Total,Total,Equally veteran/nonveteran,Firms with 20 to 49 employees,0,0,0,0
8312,United States,Transportation and warehousing,Male,Total,Total,Equally veteran/nonveteran,Firms with 50 to 99 employees,0,0,0,0
8313,United States,Information,Female,Hispanic,Total,Total,All firms,506,0,5004,254849
8314,United States,Information,Female,Hispanic,Total,Total,Firms with no employees,85,0,0,3833
8315,United States,Information,Female,Hispanic,Total,Total,Firms with 1 to 4 employees,277,0,506,19497
8316,United States,Information,Female,Hispanic,Total,Total,Firms with 5 to 9 employees,0,0,0,0
8317,United States,Information,Female,Hispanic,Total,Total,Firms with 10 to 19 employees,0,0,0,0
8318,United States,Information,Female,Hispanic,Total,Total,Firms with 20 to 49 employees,0,0,0,0
8320,United States,Information,Female,Hispanic,Total,Total,Firms with 100 to 249 employees,0,0,0,0
8322,United States,Information,Equally male/female,Total,Black or African American,Total,Firms with 1 to 4 employees,52,0,88,2323
8323,United States,Information,Equally male/female,Total,Black or African American,Total,Firms with 5 to 9 employees,5,0,31,1014
8324,United States,Information,Equally male/female,Total,Black or African American,Total,Firms with 10 to 19 employees,7,0,87,4310
8325,United States,Information,Total,Hispanic,Black or African American,Total,All firms,0,0,0,0
8326,United States,Information,Total,Hispanic,Black or African American,Total,Firms with no employees,11,0,0,653
8327,United States,Information,Total,Hispanic,Black or African American,Total,Firms with 1 to 4 employees,0,0,0,0
8332,United States,Transportation and warehousing,Female,Total,Nonminority,Total,All firms,17576,0,211699,9066893
8333,United States,Transportation and warehousing,Female,Total,Nonminority,Total,Firms with no employees,2327,0,0,124002
8334,United States,Transportation and warehousing,Female,Total,Nonminority,Total,Firms with 1 to 4 employees,8530,0,15705,558002
8335,United States,Transportation and warehousing,Female,Total,Nonminority,Total,Firms with 5 to 9 employees,2701,0,18551,757381
8336,United States,Transportation and warehousing,Female,Total,Nonminority,Total,Firms with 10 to 19 employees,1792,0,23715,1006034
8337,United States,Transportation and warehousing,Female,Total,Nonminority,Total,Firms with 20 to 49 employees,1352,0,39905,1615751
8338,United States,Transportation and warehousing,Female,Total,Nonminority,Total,Firms with 50 to 99 employees,368,0,21212,774633
8339,United States,Transportation and warehousing,Female,Total,Nonminority,Total,Firms with 100 to 249 employees,0,0,0,0
8340,United States,Transportation and warehousing,Female,Total,Nonminority,Total,Firms with 250 to 499 employees,0,0,0,0
8341,United States,Transportation and warehousing,Female,Total,Nonminority,Total,Firms with 500 employees or more,72,0,46623,2504516
8342,United States,Transportation and warehousing,Male,Total,Total,Equally veteran/nonveteran,Firms with 100 to 249 employees,0,0,0,0
8343,United States,Transportation and warehousing,Male,Total,Total,Equally veteran/nonveteran,Firms with 250 to 499 employees,41,0,3549,157459
8344,United States,Transportation and warehousing,Male,Total,Total,Equally veteran/nonveteran,Firms with 500 employees or more,9,0,7436,319821
8345,United States,Transportation and warehousing,Equally male/female,Total,Total,Equally veteran/nonveteran,All firms,4535,0,25550,1082949
8346,United States,Transportation and warehousing,Equally male/female,Total,Total,Equally veteran/nonveteran,Firms with no employees,583,0,0,23080
8347,United States,Transportation and warehousing,Equally male/female,Total,Total,Equally veteran/nonveteran,Firms with 1 to 4 employees,2676,0,4968,163263
8348,United States,Transportation and warehousing,Equally male/female,Total,Total,Equally veteran/nonveteran,Firms with 5 to 9 employees,0,0,0,0
8349,United States,Transportation and warehousing,Equally male/female,Total,Total,Equally veteran/nonveteran,Firms with 10 to 19 employees,0,0,0,0
8350,United States,Transportation and warehousing,Equally male/female,Total,Total,Equally veteran/nonveteran,Firms with 20 to 49 employees,0,0,0,0
8351,United States,Transportation and warehousing,Equally male/female,Total,Total,Equally veteran/nonveteran,Firms with 50 to 99 employees,42,0,3006,127197
8355,United States,Information,Male,Hispanic,Total,Total,All firms,1942,0,15759,779890
8356,United States,Information,Male,Hispanic,Total,Total,Firms with no employees,347,0,0,33302
8357,United States,Information,Male,Hispanic,Total,Total,Firms with 1 to 4 employees,1149,0,2119,107627
8358,United States,Information,Male,Hispanic,Total,Total,Firms with 5 to 9 employees,209,0,1412,70510
8359,United States,Information,Male,Hispanic,Total,Total,Firms with 10 to 19 employees,0,0,0,0
8360,United States,Information,Male,Hispanic,Total,Total,Firms with 20 to 49 employees,0,0,0,0
8361,United States,Information,Male,Hispanic,Total,Total,Firms with 50 to 99 employees,0,0,0,0
8362,United States,Information,Male,Hispanic,Total,Total,Firms with 100 to 249 employees,14,0,2223,154445
8364,United States,Information,Male,Hispanic,Total,Total,Firms with 500 employees or more,7,0,2542,80075
8365,United States,Information,Equally male/female,Hispanic,Total,Total,All firms,0,0,0,0
8366,United States,Information,Equally male/female,Hispanic,Total,Total,Firms with no employees,71,0,0,1987
8367,United States,Information,Equally male/female,Hispanic,Total,Total,Firms with 1 to 4 employees,0,0,0,0
8368,United States,Information,Equally male/female,Hispanic,Total,Total,Firms with 5 to 9 employees,0,0,0,0
8369,United States,Information,Equally male/female,Hispanic,Total,Total,Firms with 10 to 19 employees,0,0,0,0
8370,United States,Information,Equally male/female,Hispanic,Total,Total,Firms with 20 to 49 employees,0,0,0,0
8372,United States,Information,Female,Hispanic,Black or African American,Total,All firms,18,0,39,8213
8373,United States,Information,Male,Hispanic,Black or African American,Total,All firms,0,0,0,0
8374,United States,Information,Total,Equally Hispanic/non-Hispanic,Black or African American,Total,All firms,20,0,88,2736
8375,United States,Information,Total,Equally Hispanic/non-Hispanic,Black or African American,Total,Firms with no employees,4,0,0,14
8376,United States,Information,Total,Equally Hispanic/non-Hispanic,Black or African American,Total,Firms with 1 to 4 employees,0,0,0,0
8380,United States,Information,Male,Equally Hispanic/non-Hispanic,Black or African American,Total,All firms,13,0,51,1798
8381,United States,Information,Equally male/female,Equally Hispanic/non-Hispanic,Black or African American,Total,All firms,0,0,0,0
8382,United States,Information,Total,Non-Hispanic,Black or African American,Total,All firms,1272,0,9925,726982
8383,United States,Information,Total,Non-Hispanic,Black or African American,Total,Firms with no employees,222,0,0,25138
8384,United States,Information,Total,Non-Hispanic,Black or African American,Total,Firms with 1 to 4 employees,772,0,1372,75962
8385,United States,Information,Total,Non-Hispanic,Black or African American,Total,Firms with 5 to 9 employees,120,0,744,40018
8386,United States,Information,Total,Non-Hispanic,Black or African American,Total,Firms with 10 to 19 employees,74,0,1076,39381
8387,United States,Information,Total,Non-Hispanic,Black or African American,Total,Firms with 20 to 49 employees,0,0,0,0
8388,United States,Information,Total,Non-Hispanic,Black or African American,Total,Firms with 50 to 99 employees,8,0,561,32548
8389,United States,Information,Male,Total,Nonminority,Total,Firms with 250 to 499 employees,0,0,0,0
8390,United States,Information,Male,Total,Nonminority,Total,Firms with 500 employees or more,247,0,313315,34744315
8391,United States,Information,Equally male/female,Total,Nonminority,Total,All firms,7787,0,61747,3896560
8392,United States,Information,Equally male/female,Total,Nonminority,Total,Firms with no employees,1294,0,0,144053
8393,United States,Information,Equally male/female,Total,Nonminority,Total,Firms with 1 to 4 employees,4294,0,8490,500161
8394,United States,Information,Equally male/female,Total,Nonminority,Total,Firms with 5 to 9 employees,993,0,6640,276605
8395,United States,Information,Equally male/female,Total,Nonminority,Total,Firms with 10 to 19 employees,688,0,9490,465225
8396,United States,Information,Equally male/female,Total,Nonminority,Total,Firms with 20 to 49 employees,397,0,10813,626256
8397,United States,Information,Equally male/female,Total,Nonminority,Total,Firms with 50 to 99 employees,59,0,4254,268954
8398,United States,Information,Equally male/female,Total,Nonminority,Total,Firms with 100 to 249 employees,47,0,7275,471711
8399,United States,Information,Equally male/female,Total,Nonminority,Total,Firms with 250 to 499 employees,9,0,2336,182198
8400,United States,Information,Equally male/female,Total,Nonminority,Total,Firms with 500 employees or more,11,0,12449,961395
8401,United States,Information,Female,Total,White,Equally veteran/nonveteran,All firms,0,0,0,0
8402,United States,Information,Male,Total,White,Equally veteran/nonveteran,All firms,533,0,5287,257167
8403,United States,Information,Equally male/female,Total,White,Equally veteran/nonveteran,All firms,1028,0,6540,360071
8404,United States,Information,Total,Hispanic,White,Equally veteran/nonveteran,All firms,0,0,0,0
8405,United States,Information,Total,Equally Hispanic/non-Hispanic,White,Equally veteran/nonveteran,All firms,0,0,0,0
8406,United States,Information,Total,Non-Hispanic,White,Equally veteran/nonveteran,All firms,1535,0,11754,613345
8407,United States,Information,Total,Total,Black or African American,Equally veteran/nonveteran,All firms,4,0,20,429
8408,United States,Information,Total,Total,Black or African American,Equally veteran/nonveteran,Firms with 1 to 4 employees,3,0,6,166
8410,United States,Information,Equally male/female,Total,Black or African American,Equally veteran/nonveteran,All firms,4,0,20,429
8411,United States,Information,Total,Non-Hispanic,Black or African American,Equally veteran/nonveteran,All firms,4,0,20,429
8414,United States,Information,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 5 to 9 employees,9926,0,65638,3744850
8415,United States,Information,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 to 19 employees,6742,0,90067,5782159
8416,United States,Information,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 20 to 49 employees,4408,0,129584,8532951
8417,United States,Information,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 50 to 99 employees,1685,0,113590,9701281
8418,United States,Information,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 100 to 249 employees,1290,0,168137,13266464
8419,United States,Information,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 250 to 499 employees,0,0,0,0
8420,United States,Information,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 500 employees or more,304,0,362608,38604217
8421,United States,Information,Unclassifiable,Unclassifiable,Unclassifiable,Unclassifiable,All firms,8315,0,2590012,296189818
8422,United States,Information,Unclassifiable,Unclassifiable,Unclassifiable,Unclassifiable,Firms with no employees,0,0,0,0
8423,United States,Information,Unclassifiable,Unclassifiable,Unclassifiable,Unclassifiable,Firms with 1 to 4 employees,2265,0,5033,213344
8424,United States,Information,Unclassifiable,Unclassifiable,Unclassifiable,Unclassifiable,Firms with 5 to 9 employees,1389,0,9254,405834
8425,United States,Information,Unclassifiable,Unclassifiable,Unclassifiable,Unclassifiable,Firms with 10 to 19 employees,1073,0,14460,806303
8426,United States,Information,Unclassifiable,Unclassifiable,Unclassifiable,Unclassifiable,Firms with 20 to 49 employees,1006,0,30832,2154429
8427,United States,Information,Unclassifiable,Unclassifiable,Unclassifiable,Unclassifiable,Firms with 50 to 99 employees,667,0,41271,3179049
8428,United States,Information,Unclassifiable,Unclassifiable,Unclassifiable,Unclassifiable,Firms with 100 to 249 employees,532,0,72819,7255859
8429,United States,Information,Total,Hispanic,American Indian and Alaska Native,Total,All firms,0,0,0,0
8430,United States,Information,Total,Hispanic,American Indian and Alaska Native,Total,Firms with no employees,0,0,0,0
8431,United States,Information,Total,Hispanic,American Indian and Alaska Native,Total,Firms with 1 to 4 employees,0,0,0,0
8436,United States,Information,Male,Hispanic,American Indian and Alaska Native,Total,All firms,0,0,0,0
8437,United States,Information,Total,Non-Hispanic,American Indian and Alaska Native,Total,All firms,235,0,2152,120871
8438,United States,Information,Total,Non-Hispanic,American Indian and Alaska Native,Total,Firms with no employees,34,0,0,2474
8439,United States,Information,Total,Non-Hispanic,American Indian and Alaska Native,Total,Firms with 1 to 4 employees,101,0,201,7605
8440,United States,Information,Total,Non-Hispanic,American Indian and Alaska Native,Total,Firms with 5 to 9 employees,0,0,0,0
8441,United States,Information,Total,Non-Hispanic,American Indian and Alaska Native,Total,Firms with 10 to 19 employees,0,0,0,0
8442,United States,Information,Total,Non-Hispanic,American Indian and Alaska Native,Total,Firms with 20 to 49 employees,7,0,180,9236
8443,United States,Information,Total,Non-Hispanic,American Indian and Alaska Native,Total,Firms with 50 to 99 employees,9,0,468,26538
8444,United States,Information,Total,Non-Hispanic,American Indian and Alaska Native,Total,Firms with 100 to 249 employees,0,0,0,0
8445,United States,Information,Total,Total,Total,Veteran,All firms,3879,0,56506,3749048
8446,United States,Information,Total,Total,Total,Veteran,Firms with no employees,436,0,0,32606
8447,United States,Information,Total,Total,Total,Veteran,Firms with 1 to 4 employees,1928,0,4103,171446
8448,United States,Information,Total,Total,Total,Veteran,Firms with 5 to 9 employees,600,0,4368,261283
8449,United States,Information,Total,Total,Total,Veteran,Firms with 10 to 19 employees,524,0,6948,403396
8450,United States,Information,Total,Total,Total,Veteran,Firms with 20 to 49 employees,0,0,0,0
8451,United States,Information,Total,Total,Total,Veteran,Firms with 50 to 99 employees,0,0,0,0
8452,United States,Information,Total,Total,Total,Veteran,Firms with 100 to 249 employees,55,0,7396,381310
8453,United States,Information,Total,Total,Total,Veteran,Firms with 250 to 499 employees,13,0,4054,409403
8454,United States,Information,Total,Total,Total,Veteran,Firms with 500 employees or more,20,0,18019,1214456
8461,United States,Information,Total,Total,Minority,Equally veteran/nonveteran,All firms,0,0,0,0
8463,United States,Information,Total,Total,Minority,Equally veteran/nonveteran,Firms with 1 to 4 employees,0,0,0,0
8464,United States,Information,Total,Total,Minority,Equally veteran/nonveteran,Firms with 5 to 9 employees,0,0,0,0
8466,United States,Information,Total,Total,Equally minority/nonminority,Equally veteran/nonveteran,All firms,0,0,0,0
8467,United States,Information,Total,Total,Equally minority/nonminority,Equally veteran/nonveteran,Firms with no employees,0,0,0,0
8468,United States,Information,Total,Total,Equally minority/nonminority,Equally veteran/nonveteran,Firms with 1 to 4 employees,30,0,44,1071
8470,United States,Information,Total,Total,Equally minority/nonminority,Equally veteran/nonveteran,Firms with 10 to 19 employees,0,0,0,0
8471,United States,Information,Unclassifiable,Unclassifiable,Unclassifiable,Unclassifiable,Firms with 250 to 499 employees,299,0,75970,9437511
8472,United States,Information,Unclassifiable,Unclassifiable,Unclassifiable,Unclassifiable,Firms with 500 employees or more,936,0,2340373,272594267
8473,United States,Finance and insurance,Total,Total,Total,Total,All firms,237033,0,6643953,681850345
8474,United States,Finance and insurance,Total,Total,Total,Total,Firms with no employees,24921,0,0,2134309
8475,United States,Finance and insurance,Total,Total,Total,Total,Firms with 1 to 4 employees,146261,0,293817,14808867
8476,United States,Finance and insurance,Total,Total,Total,Total,Firms with 5 to 9 employees,33668,0,213342,13104617
8477,United States,Finance and insurance,Total,Total,Total,Total,Firms with 10 to 19 employees,14237,0,186097,13170009
8478,United States,Finance and insurance,Total,Total,Total,Total,Firms with 20 to 49 employees,8329,0,240807,20717136
8479,United States,Finance and insurance,Total,Total,Total,Total,Firms with 50 to 99 employees,3772,0,256224,26170843
8480,United States,Finance and insurance,Total,Total,Total,Total,Firms with 100 to 249 employees,2890,0,421969,35231994
8481,United States,Finance and insurance,Total,Total,Total,Total,Firms with 250 to 499 employees,1199,0,337632,30085897
8482,United States,Finance and insurance,Total,Total,Total,Total,Firms with 500 employees or more,1756,0,4694065,526426671
8483,United States,Information,Female,Non-Hispanic,American Indian and Alaska Native,Total,All firms,85,0,550,52737
8484,United States,Information,Male,Non-Hispanic,American Indian and Alaska Native,Total,All firms,147,0,1596,68064
8485,United States,Information,Equally male/female,Non-Hispanic,American Indian and Alaska Native,Total,All firms,4,0,6,70
8486,United States,Information,Total,Total,Asian,Total,All firms,6049,0,59495,4448424
8487,United States,Information,Total,Total,Asian,Total,Firms with no employees,1204,0,0,195968
8488,United States,Information,Total,Total,Asian,Total,Firms with 1 to 4 employees,2956,0,5740,281905
8489,United States,Information,Total,Total,Asian,Total,Firms with 5 to 9 employees,835,0,5399,285078
8490,United States,Information,Total,Total,Asian,Total,Firms with 10 to 19 employees,483,0,6507,613720
8491,United States,Information,Total,Total,Asian,Total,Firms with 20 to 49 employees,261,0,7944,531188
8492,United States,Information,Total,Total,Asian,Total,Firms with 50 to 99 employees,0,0,0,0
8493,United States,Information,Total,Total,Asian,Total,Firms with 100 to 249 employees,68,0,6506,433834
8494,United States,Information,Total,Total,Asian,Total,Firms with 250 to 499 employees,15,0,4637,466927
8495,United States,Information,Total,Total,Asian,Total,Firms with 500 employees or more,12,0,8475,497750
8496,United States,Information,Female,Total,Total,Veteran,All firms,68,0,428,22373
8498,United States,Information,Female,Total,Total,Veteran,Firms with 1 to 4 employees,0,0,0,0
8499,United States,Information,Female,Total,Total,Veteran,Firms with 5 to 9 employees,0,0,0,0
